ticker,date,B&H,Opt Stp,Stress,StressVol,,date, B&H , Opt Stp , Stress , StressVol , B&H , Opt Stp , Stress , StressVol 
PARA,8/3/17,-7.008586884,-2.416557312,-3.522045135,-2.416557312,,8/3/17," $1,278 "," $1,155 "," $1,172 "," $1,192 ",-0.545%,-0.209%,-0.300%,-0.202%
PNW,8/3/17,0.842155457,1.543365479,1.543365479,0.912322998,,8/3/17," $1,279 "," $1,157 "," $1,173 "," $1,193 ",0.066%,0.134%,0.132%,0.077%
EL,8/18/17,15.373909,4.359260559,15.373909,5.298057556,,8/18/17," $1,294 "," $1,161 "," $1,189 "," $1,198 ",1.202%,0.377%,1.310%,0.444%
CPB,8/31/17,-0.005218506,2.020534515,-0.005218506,2.020534515,,8/31/17," $1,294 "," $1,163 "," $1,189 "," $1,200 ",0.000%,0.174%,0.000%,0.169%
MKC,9/28/17,1.9842453,-1.579368591,-3.189060211,-1.579368591,,9/28/17," $1,296 "," $1,161 "," $1,186 "," $1,199 ",0.153%,-0.136%,-0.268%,-0.132%
CMA,10/17/17,14.42169189,3.186916351,9.89024353,6.485778809,,10/17/17," $1,311 "," $1,165 "," $1,195 "," $1,205 ",1.113%,0.274%,0.834%,0.541%
PM,10/19/17,-4.665267944,-2.382148743,-2.382148743,-1.52596283,,10/19/17," $1,306 "," $1,162 "," $1,193 "," $1,204 ",-0.356%,-0.205%,-0.199%,-0.127%
TFC,10/19/17,5.898220062,1.425861359,1.425861359,1.425861359,,10/19/17," $1,312 "," $1,164 "," $1,194 "," $1,205 ",0.452%,0.123%,0.120%,0.118%
TXT,10/19/17,5.539115906,3.081436157,3.884162903,2.585552216,,10/19/17," $1,317 "," $1,167 "," $1,198 "," $1,208 ",0.422%,0.265%,0.325%,0.215%
HAS,10/23/17,10.8875351,5.86882782,10.8875351,5.86882782,,10/23/17," $1,328 "," $1,173 "," $1,209 "," $1,214 ",0.826%,0.503%,0.909%,0.486%
VFC,10/23/17,3.930042267,2.583534241,2.993850708,2.006031036,,10/23/17," $1,332 "," $1,175 "," $1,212 "," $1,216 ",0.296%,0.220%,0.248%,0.165%
SWK,10/24/17,4.670959473,6.437652588,-3.996200562,-3.494522095,,10/24/17," $1,337 "," $1,182 "," $1,208 "," $1,212 ",0.351%,0.548%,-0.330%,-0.287%
BA,10/25/17,92.75640869,23.75976563,60.24987793,35.1098938,,10/25/17," $1,430 "," $1,205 "," $1,268 "," $1,247 ",6.938%,2.011%,4.987%,2.897%
BEN,10/26/17,-0.701219559,-1.270244598,-1.514528275,-0.746788025,,10/26/17," $1,429 "," $1,204 "," $1,267 "," $1,246 ",-0.049%,-0.105%,-0.119%,-0.060%
CMS,10/26/17,-3.885101318,1.074531555,1.074531555,0.352394104,,10/26/17," $1,425 "," $1,205 "," $1,268 "," $1,247 ",-0.272%,0.089%,0.085%,0.028%
PSA,10/26/17,-8.825408936,5.519393921,6.808227539,3.442077637,,10/26/17," $1,416 "," $1,211 "," $1,275 "," $1,250 ",-0.619%,0.458%,0.537%,0.276%
XEL,10/26/17,-5.114536285,1.191322327,2.243927002,0.979164124,,10/26/17," $1,411 "," $1,212 "," $1,277 "," $1,251 ",-0.361%,0.098%,0.176%,0.078%
VTR,10/27/17,-7.515281677,1.697547913,-4.06029892,2.123779297,,10/27/17," $1,404 "," $1,213 "," $1,273 "," $1,253 ",-0.533%,0.140%,-0.318%,0.170%
DVN,11/1/17,-6.279254913,-1.699344635,3.130157471,1.320875168,,11/1/17," $1,397 "," $1,212 "," $1,276 "," $1,255 ",-0.447%,-0.140%,0.246%,0.105%
FRT,11/2/17,-12.63939667,2.567176819,2.567176819,-1.183685303,,11/2/17," $1,385 "," $1,214 "," $1,279 "," $1,253 ",-0.904%,0.212%,0.201%,-0.094%
PCG,11/2/17,-18.04849243,-4.59198761,-3.993034363,-2.645385742,,11/2/17," $1,367 "," $1,210 "," $1,275 "," $1,251 ",-1.303%,-0.378%,-0.312%,-0.211%
DOC,11/3/17,-3.717521667,-1.539619446,-1.908262253,-1.358913422,,11/3/17," $1,363 "," $1,208 "," $1,273 "," $1,249 ",-0.272%,-0.127%,-0.150%,-0.109%
PNW,11/3/17,-6.331012726,1.984741211,1.984741211,1.984741211,,11/3/17," $1,357 "," $1,210 "," $1,275 "," $1,251 ",-0.464%,0.164%,0.156%,0.159%
NCLH,11/10/17,2.060001373,-2.069999695,5.700000763,4.040000916,,11/10/17," $1,359 "," $1,208 "," $1,280 "," $1,255 ",0.152%,-0.171%,0.447%,0.323%
PARA,11/16/17,-3.772705078,3.290660858,-3.772705078,-3.772705078,,11/16/17," $1,355 "," $1,211 "," $1,277 "," $1,252 ",-0.278%,0.272%,-0.295%,-0.301%
CPB,11/21/17,0.540641785,2.53509903,0.540641785,2.53509903,,11/21/17," $1,356 "," $1,214 "," $1,277 "," $1,254 ",0.040%,0.209%,0.042%,0.203%
WBA,1/4/18,-2.742668152,4.404350281,6.58372879,3.394371033,,1/4/18," $1,353 "," $1,218 "," $1,284 "," $1,258 ",-0.202%,0.363%,0.515%,0.271%
CMA,1/16/18,-0.576171875,5.138145447,-0.576171875,6.306610107,,1/16/18," $1,352 "," $1,224 "," $1,283 "," $1,264 ",-0.043%,0.422%,-0.045%,0.501%
TFC,1/18/18,-1.079338074,-2.104000092,-2.104000092,-2.104000092,,1/18/18," $1,351 "," $1,221 "," $1,281 "," $1,262 ",-0.080%,-0.172%,-0.164%,-0.166%
SWK,1/24/18,-22.01721954,-10.61703491,-15.13182068,-10.61703491,,1/24/18," $1,329 "," $1,211 "," $1,266 "," $1,251 ",-1.630%,-0.869%,-1.181%,-0.841%
AAL,1/25/18,-10.33001709,-4.246170044,-10.33001709,-7.371101379,,1/25/18," $1,319 "," $1,207 "," $1,256 "," $1,244 ",-0.777%,-0.351%,-0.816%,-0.589%
BIIB,1/25/18,-91.58999634,14.17001343,-25.42999268,14.17001343,,1/25/18," $1,227 "," $1,221 "," $1,230 "," $1,258 ",-6.945%,1.174%,-2.025%,1.139%
LUV,1/25/18,-6.334106445,-4.262851715,-5.556533813,-4.262851715,,1/25/18," $1,221 "," $1,216 "," $1,225 "," $1,254 ",-0.516%,-0.349%,-0.452%,-0.339%
MKC,1/25/18,1.00976944,1.201896667,1.054443359,1.054443359,,1/25/18," $1,222 "," $1,218 "," $1,226 "," $1,255 ",0.083%,0.099%,0.086%,0.084%
MMM,1/25/18,-32.56286621,-13.61230469,-19.17565918,-13.61230469,,1/25/18," $1,189 "," $1,204 "," $1,207 "," $1,241 ",-2.665%,-1.118%,-1.564%,-1.085%
D,1/29/18,-2.280845642,-2.282367706,-2.282367706,-1.337371826,,1/29/18," $1,187 "," $1,202 "," $1,204 "," $1,240 ",-0.192%,-0.190%,-0.189%,-0.108%
BEN,1/30/18,-4.045804977,-1.290979385,-1.290979385,-1.290979385,,1/30/18," $1,183 "," $1,200 "," $1,203 "," $1,239 ",-0.341%,-0.107%,-0.107%,-0.104%
ILMN,1/30/18,-2.607009888,-20.42802429,-2.607009888,-2.607009888,,1/30/18," $1,180 "," $1,180 "," $1,200 "," $1,236 ",-0.220%,-1.702%,-0.217%,-0.210%
BA,1/31/18,-9.355987549,-31.62240601,-9.355987549,-9.355987549,,1/31/18," $1,171 "," $1,148 "," $1,191 "," $1,227 ",-0.793%,-2.680%,-0.779%,-0.757%
CHRW,1/31/18,-6.947181702,-6.947181702,-6.947181702,5.663223267,,1/31/18," $1,164 "," $1,141 "," $1,184 "," $1,232 ",-0.593%,-0.605%,-0.583%,0.462%
TXT,1/31/18,5.293590546,-3.101821899,5.293590546,-1.991905212,,1/31/18," $1,169 "," $1,138 "," $1,189 "," $1,230 ",0.455%,-0.272%,0.447%,-0.162%
BAX,2/1/18,0.18447113,-3.974651337,0.18447113,-6.630386353,,2/1/18," $1,170 "," $1,134 "," $1,190 "," $1,224 ",0.016%,-0.349%,0.016%,-0.539%
IP,2/1/18,-6.25787735,-3.967449188,-1.574268341,-1.574268341,,2/1/18," $1,163 "," $1,130 "," $1,188 "," $1,222 ",-0.535%,-0.350%,-0.132%,-0.129%
XYL,2/1/18,-3.944641113,-3.245323181,-3.944641113,-3.245323181,,2/1/18," $1,159 "," $1,127 "," $1,184 "," $1,219 ",-0.339%,-0.287%,-0.332%,-0.266%
CHTR,2/2/18,-124.1700134,-17.75,-23.95001221,-14.92999268,,2/2/18," $1,035 "," $1,109 "," $1,160 "," $1,204 ",-10.711%,-1.575%,-2.023%,-1.225%
EL,2/2/18,-1.349449158,8.896057129,-1.349449158,9.681304932,,2/2/18," $1,034 "," $1,118 "," $1,159 "," $1,214 ",-0.130%,0.802%,-0.116%,0.804%
LYB,2/2/18,-3.138153076,-5.613449097,-7.273017883,-4.628959656,,2/2/18," $1,031 "," $1,113 "," $1,152 "," $1,209 ",-0.304%,-0.502%,-0.628%,-0.381%
HAS,2/7/18,-12.94096375,-4.613739014,-4.613739014,-4.613739014,,2/7/18," $1,018 "," $1,108 "," $1,147 "," $1,204 ",-1.256%,-0.415%,-0.401%,-0.382%
CVS,2/8/18,-3.374816895,-3.855239868,-5.68832016,-3.855239868,,2/8/18," $1,014 "," $1,104 "," $1,141 "," $1,200 ",-0.332%,-0.348%,-0.496%,-0.320%
FTV,2/8/18,2.606422424,2.698867798,2.698867798,2.698867798,,2/8/18," $1,017 "," $1,107 "," $1,144 "," $1,203 ",0.257%,0.244%,0.236%,0.225%
K,2/8/18,-5.459445953,2.849601746,-4.898357391,2.849601746,,2/8/18," $1,011 "," $1,110 "," $1,139 "," $1,206 ",-0.537%,0.257%,-0.428%,0.237%
PARA,2/8/18,-1.028144836,2.448291779,2.448291779,1.160171509,,2/8/18," $1,010 "," $1,112 "," $1,141 "," $1,207 ",-0.102%,0.221%,0.215%,0.096%
PM,2/8/18,-9.642189026,2.73374176,2.73374176,1.855033875,,2/8/18," $1,001 "," $1,115 "," $1,144 "," $1,209 ",-0.954%,0.246%,0.239%,0.154%
PCG,2/9/18,5.789894104,8.215660095,3.843292236,2.565525055,,2/9/18," $1,007 "," $1,123 "," $1,148 "," $1,212 ",0.579%,0.737%,0.336%,0.212%
VTR,2/9/18,0.610977173,-2.853553772,0.610977173,0.610977173,,2/9/18," $1,007 "," $1,120 "," $1,149 "," $1,212 ",0.061%,-0.254%,0.053%,0.050%
CMS,2/14/18,3.24382019,2.103748322,2.511501312,1.379741669,,2/14/18," $1,010 "," $1,122 "," $1,151 "," $1,214 ",0.322%,0.188%,0.219%,0.114%
FRT,2/14/18,5.869430542,5.002716064,5.869430542,5.869430542,,2/14/18," $1,016 "," $1,127 "," $1,157 "," $1,219 ",0.581%,0.446%,0.510%,0.484%
TAP,2/14/18,-16.61418152,-2.148765564,-3.299880981,-1.705383301,,2/14/18," $1,000 "," $1,125 "," $1,154 "," $1,218 ",-1.635%,-0.191%,-0.285%,-0.140%
CPB,2/16/18,-9.339536667,-2.65114975,-3.364593506,-2.65114975,,2/16/18, $990 ," $1,123 "," $1,150 "," $1,215 ",-0.934%,-0.236%,-0.292%,-0.218%
MOS,2/20/18,-0.585670471,1.824314117,-0.585670471,-2.282577515,,2/20/18, $990 ," $1,124 "," $1,150 "," $1,213 ",-0.059%,0.163%,-0.051%,-0.188%
PSA,2/21/18,8.491607666,7.049255371,11.75427246,6.934432983,,2/21/18, $998 ," $1,132 "," $1,162 "," $1,220 ",0.858%,0.627%,1.022%,0.572%
PNW,2/23/18,-0.036979675,-0.036979675,-0.036979675,-2.976371765,,2/23/18, $998 ," $1,131 "," $1,161 "," $1,217 ",-0.004%,-0.003%,-0.003%,-0.244%
DOC,2/28/18,1.597698212,1.285814285,1.138864517,0.727399826,,2/28/18," $1,000 "," $1,133 "," $1,163 "," $1,218 ",0.160%,0.114%,0.098%,0.060%
XRAY,3/2/18,-9.256984711,-3.997562408,-3.997562408,-2.194023132,,3/2/18, $991 ," $1,129 "," $1,159 "," $1,215 ",-0.926%,-0.353%,-0.344%,-0.180%
MKC,3/27/18,3.596675873,-1.607440948,-1.572738647,-1.572738647,,3/27/18, $994 ," $1,127 "," $1,157 "," $1,214 ",0.363%,-0.142%,-0.136%,-0.129%
WBA,3/28/18,-5.74753952,-3.429641724,-5.74753952,-3.429641724,,3/28/18, $988 ," $1,124 "," $1,151 "," $1,210 ",-0.578%,-0.304%,-0.497%,-0.283%
LW,4/5/18,8.455516815,2.125362396,2.125362396,2.125362396,,4/5/18, $997 ," $1,126 "," $1,153 "," $1,212 ",0.855%,0.189%,0.185%,0.176%
CMA,4/17/18,-0.415519714,3.884056091,3.440818787,2.45665741,,4/17/18, $996 ," $1,130 "," $1,157 "," $1,215 ",-0.042%,0.345%,0.298%,0.203%
TXT,4/18/18,2.448204041,-1.833969116,4.302368164,2.230499268,,4/18/18, $999 ," $1,128 "," $1,161 "," $1,217 ",0.246%,-0.162%,0.372%,0.184%
PM,4/19/18,-2.534736633,-2.699771881,-2.534736633,-3.905162811,,4/19/18, $996 ," $1,125 "," $1,159 "," $1,213 ",-0.254%,-0.239%,-0.218%,-0.321%
TFC,4/19/18,-1.147972107,1.96881485,-1.147972107,1.96881485,,4/19/18, $995 ," $1,127 "," $1,157 "," $1,215 ",-0.115%,0.175%,-0.099%,0.162%
SWK,4/20/18,0.567573547,-8.581939697,-5.844825745,-3.86466217,,4/20/18, $996 ," $1,119 "," $1,152 "," $1,211 ",0.057%,-0.761%,-0.505%,-0.318%
HAS,4/23/18,16.63058472,3.911338806,8.542388916,4.623809814,,4/23/18," $1,012 "," $1,123 "," $1,160 "," $1,216 ",1.670%,0.350%,0.742%,0.382%
BIIB,4/24/18,110.6900024,32.25,95.33001709,32.25,,4/24/18," $1,123 "," $1,155 "," $1,256 "," $1,248 ",10.933%,2.873%,8.217%,2.652%
ILMN,4/24/18,49.35798645,17.88909912,49.35798645,64.38716125,,4/24/18," $1,172 "," $1,173 "," $1,305 "," $1,313 ",4.395%,1.549%,3.931%,5.158%
MMM,4/24/18,0.60383606,0.60383606,0.60383606,0.60383606,,4/24/18," $1,173 "," $1,173 "," $1,305 "," $1,313 ",0.052%,0.051%,0.046%,0.046%
BA,4/25/18,14.20791626,21.90768433,14.20791626,14.20791626,,4/25/18," $1,187 "," $1,195 "," $1,320 "," $1,327 ",1.211%,1.867%,1.088%,1.082%
PARA,4/25/18,2.860046387,3.42407608,6.837554932,3.42407608,,4/25/18," $1,190 "," $1,199 "," $1,327 "," $1,331 ",0.241%,0.286%,0.518%,0.258%
FTV,4/26/18,7.357036591,2.407539368,3.680683136,2.407539368,,4/26/18," $1,198 "," $1,201 "," $1,330 "," $1,333 ",0.618%,0.201%,0.277%,0.181%
PSA,4/26/18,9.547332764,5.852630615,9.061279297,4.708465576,,4/26/18," $1,207 "," $1,207 "," $1,339 "," $1,338 ",0.797%,0.487%,0.681%,0.353%
CHTR,4/27/18,41.25,27.65002441,41.1000061,19.73001099,,4/27/18," $1,248 "," $1,234 "," $1,380 "," $1,358 ",3.417%,2.291%,3.069%,1.475%
LYB,4/27/18,4.524513245,4.043426514,4.043426514,4.043426514,,4/27/18," $1,253 "," $1,239 "," $1,384 "," $1,362 ",0.362%,0.328%,0.293%,0.298%
VTR,4/27/18,3.236385345,3.101448059,3.236385345,5.476016998,,4/27/18," $1,256 "," $1,242 "," $1,388 "," $1,367 ",0.258%,0.250%,0.234%,0.402%
PNW,5/2/18,1.248878479,-1.925918579,-1.925918579,-1.567230225,,5/2/18," $1,257 "," $1,240 "," $1,386 "," $1,366 ",0.099%,-0.155%,-0.139%,-0.115%
FRT,5/3/18,7.580429077,5.729537964,7.241760254,3.835067749,,5/3/18," $1,265 "," $1,245 "," $1,393 "," $1,369 ",0.603%,0.462%,0.523%,0.281%
PCG,5/3/18,0.329425812,-2.146251678,-1.597213745,-1.597213745,,5/3/18," $1,265 "," $1,243 "," $1,391 "," $1,368 ",0.026%,-0.172%,-0.115%,-0.117%
DOC,5/4/18,1.940870285,0.791273117,1.687063217,1.030147552,,5/4/18," $1,267 "," $1,244 "," $1,393 "," $1,369 ",0.153%,0.064%,0.121%,0.075%
XRAY,5/7/18,-6.920467377,-6.920467377,-4.311935425,-2.896350861,,5/7/18," $1,260 "," $1,237 "," $1,389 "," $1,366 ",-0.546%,-0.556%,-0.310%,-0.212%
CPB,5/18/18,4.173318863,2.231395721,6.424455643,6.424455643,,5/18/18," $1,264 "," $1,239 "," $1,395 "," $1,372 ",0.331%,0.180%,0.463%,0.470%
MKC,6/28/18,6.298484802,1.477264404,1.477264404,1.477264404,,6/28/18," $1,271 "," $1,241 "," $1,397 "," $1,374 ",0.498%,0.119%,0.106%,0.108%
WBA,6/28/18,8.953956604,2.059623718,3.097133636,2.059623718,,6/28/18," $1,280 "," $1,243 "," $1,400 "," $1,376 ",0.705%,0.166%,0.222%,0.150%
CMA,7/17/18,-5.599124908,2.947921753,2.947921753,1.779289246,,7/17/18," $1,274 "," $1,246 "," $1,403 "," $1,378 ",-0.438%,0.237%,0.211%,0.129%
TXT,7/18/18,-8.858695984,4.115470886,-8.858695984,4.115470886,,7/18/18," $1,265 "," $1,250 "," $1,394 "," $1,382 ",-0.695%,0.330%,-0.632%,0.299%
PM,7/19/18,5.618797302,5.618797302,5.618797302,5.618797302,,7/19/18," $1,271 "," $1,256 "," $1,399 "," $1,387 ",0.444%,0.450%,0.403%,0.407%
TFC,7/19/18,-1.44115448,1.344997406,1.344997406,0.921482086,,7/19/18," $1,269 "," $1,257 "," $1,401 "," $1,388 ",-0.113%,0.107%,0.096%,0.066%
SWK,7/20/18,-24.81894684,6.224975586,-11.52800751,7.124267578,,7/20/18," $1,245 "," $1,263 "," $1,389 "," $1,396 ",-1.955%,0.495%,-0.823%,0.513%
VFC,7/20/18,-11.44176102,-4.846580505,-11.44176102,-4.846580505,,7/20/18," $1,233 "," $1,258 "," $1,378 "," $1,391 ",-0.919%,-0.384%,-0.824%,-0.347%
HAS,7/23/18,-8.438552856,-3.991485596,-6.263038635,-3.991485596,,7/23/18," $1,225 "," $1,254 "," $1,372 "," $1,387 ",-0.684%,-0.317%,-0.455%,-0.287%
BIIB,7/24/18,-56.69000244,-32.44000244,-56.69000244,-41.38000488,,7/24/18," $1,168 "," $1,222 "," $1,315 "," $1,345 ",-4.629%,-2.586%,-4.133%,-2.984%
MMM,7/24/18,-4.507148743,7.670730591,8.887207031,4.797454834,,7/24/18," $1,164 "," $1,230 "," $1,324 "," $1,350 ",-0.386%,0.628%,0.676%,0.357%
BA,7/25/18,0.464263916,-14.27627563,36.88046265,-21.67562866,,7/25/18," $1,164 "," $1,215 "," $1,361 "," $1,328 ",0.040%,-1.161%,2.786%,-1.606%
LW,7/25/18,1.657012939,-4.30027771,1.657012939,1.657012939,,7/25/18," $1,166 "," $1,211 "," $1,362 "," $1,330 ",0.142%,-0.354%,0.122%,0.125%
FTV,7/26/18,-3.934238434,2.181037903,4.380241394,2.181037903,,7/26/18," $1,162 "," $1,213 "," $1,367 "," $1,332 ",-0.338%,0.180%,0.322%,0.164%
PCG,7/26/18,4.003005981,-2.186187744,-1.477420807,-1.217876434,,7/26/18," $1,166 "," $1,211 "," $1,365 "," $1,331 ",0.345%,-0.180%,-0.108%,-0.091%
BEN,7/27/18,-2.236743927,1.437927246,1.437927246,1.437927246,,7/27/18," $1,163 "," $1,212 "," $1,367 "," $1,332 ",-0.192%,0.119%,0.105%,0.108%
VTR,7/27/18,1.943412781,2.914604187,1.943412781,3.505180359,,7/27/18," $1,165 "," $1,215 "," $1,369 "," $1,336 ",0.167%,0.240%,0.142%,0.263%
ILMN,7/30/18,23.89105225,34.16342163,23.89105225,23.89105225,,7/30/18," $1,189 "," $1,250 "," $1,392 "," $1,360 ",2.050%,2.811%,1.746%,1.788%
DOC,8/2/18,1.740060806,1.173734665,1.862833023,0.901124954,,8/2/18," $1,191 "," $1,251 "," $1,394 "," $1,361 ",0.146%,0.094%,0.134%,0.066%
FRT,8/2/18,-0.590812683,3.764778137,-0.590812683,3.512718201,,8/2/18," $1,190 "," $1,254 "," $1,394 "," $1,364 ",-0.050%,0.301%,-0.042%,0.258%
PSA,8/2/18,-2.169723511,10.42547607,10.42547607,5.470275879,,8/2/18," $1,188 "," $1,265 "," $1,404 "," $1,370 ",-0.182%,0.831%,0.748%,0.401%
PNW,8/3/18,6.307346344,1.533748627,-2.288814545,1.400043488,,8/3/18," $1,195 "," $1,266 "," $1,402 "," $1,371 ",0.531%,0.121%,-0.163%,0.102%
PARA,8/9/18,3.53086853,2.849948883,3.53086853,2.849948883,,8/9/18," $1,198 "," $1,269 "," $1,405 "," $1,374 ",0.296%,0.225%,0.252%,0.208%
EL,8/20/18,-2.574325562,-6.96321106,-13.02411652,-9.659912109,,8/20/18," $1,196 "," $1,262 "," $1,392 "," $1,364 ",-0.215%,-0.549%,-0.927%,-0.703%
CPB,8/30/18,1.466842651,1.466842651,1.466842651,1.466842651,,8/30/18," $1,197 "," $1,264 "," $1,394 "," $1,366 ",0.123%,0.116%,0.105%,0.108%
MKC,9/27/18,-1.331150055,5.818378448,12.2653656,5.818378448,,9/27/18," $1,196 "," $1,270 "," $1,406 "," $1,372 ",-0.111%,0.460%,0.880%,0.426%
LW,10/2/18,3.499259949,2.50932312,4.247261047,2.50932312,,10/2/18," $1,199 "," $1,272 "," $1,410 "," $1,374 ",0.293%,0.198%,0.302%,0.183%
WBA,10/11/18,-0.706932068,2.954425812,6.109909058,4.160919189,,10/11/18," $1,198 "," $1,275 "," $1,416 "," $1,378 ",-0.059%,0.232%,0.433%,0.303%
CMA,10/16/18,-3.883346558,-4.271663666,-5.690505981,-4.271663666,,10/16/18," $1,195 "," $1,271 "," $1,411 "," $1,374 ",-0.324%,-0.335%,-0.402%,-0.310%
PM,10/18/18,-6.966106415,2.254737854,-4.43699646,-2.588253021,,10/18/18," $1,188 "," $1,273 "," $1,406 "," $1,371 ",-0.583%,0.177%,-0.315%,-0.188%
TFC,10/18/18,0.306777954,-1.732555389,1.762332916,-0.936515808,,10/18/18," $1,188 "," $1,271 "," $1,408 "," $1,370 ",0.026%,-0.136%,0.125%,-0.068%
TXT,10/18/18,-5.504734039,-4.552875519,-4.552875519,-2.241722107,,10/18/18," $1,182 "," $1,267 "," $1,404 "," $1,368 ",-0.463%,-0.358%,-0.323%,-0.164%
VFC,10/19/18,3.973140717,3.663097382,6.882938385,3.663097382,,10/19/18," $1,186 "," $1,270 "," $1,410 "," $1,372 ",0.336%,0.289%,0.490%,0.268%
HAS,10/22/18,-3.565109253,4.956825256,-8.555641174,4.956825256,,10/22/18," $1,183 "," $1,275 "," $1,402 "," $1,377 ",-0.300%,0.390%,-0.607%,0.361%
BIIB,10/23/18,18.33001709,-21.3999939,-35.54998779,-21.3999939,,10/23/18," $1,201 "," $1,254 "," $1,366 "," $1,355 ",1.550%,-1.678%,-2.536%,-1.554%
ILMN,10/23/18,-27.76266479,28.09338379,-27.76266479,-27.76266479,,10/23/18," $1,173 "," $1,282 "," $1,339 "," $1,328 ",-2.311%,2.240%,-2.032%,-2.048%
MMM,10/23/18,3.811271667,-5.313995361,11.13866425,7.642555237,,10/23/18," $1,177 "," $1,277 "," $1,350 "," $1,335 ",0.325%,-0.414%,0.832%,0.576%
BA,10/24/18,33.71807861,-18.4354248,-39.54788208,-31.17184448,,10/24/18," $1,211 "," $1,258 "," $1,310 "," $1,304 ",2.864%,-1.444%,-2.930%,-2.334%
FTV,10/25/18,-1.504676819,-3.376480103,-7.92024231,-3.376480103,,10/25/18," $1,209 "," $1,255 "," $1,302 "," $1,301 ",-0.124%,-0.268%,-0.605%,-0.259%
SWK,10/25/18,1.236564636,7.453987122,11.95925903,7.453987122,,10/25/18," $1,211 "," $1,262 "," $1,314 "," $1,308 ",0.102%,0.594%,0.918%,0.573%
CHTR,10/26/18,36.03997803,21.20999146,25.35998535,21.20999146,,10/26/18," $1,247 "," $1,284 "," $1,340 "," $1,329 ",2.977%,1.680%,1.930%,1.621%
VTR,10/26/18,6.499763489,1.696899414,2.553138733,1.696899414,,10/26/18," $1,253 "," $1,285 "," $1,342 "," $1,331 ",0.521%,0.132%,0.191%,0.128%
PSA,10/31/18,4.819717407,8.476623535,4.819717407,6.136871338,,10/31/18," $1,258 "," $1,294 "," $1,347 "," $1,337 ",0.385%,0.660%,0.359%,0.461%
D,11/1/18,1.118114471,1.495384216,1.495384216,0.662017822,,11/1/18," $1,259 "," $1,295 "," $1,348 "," $1,338 ",0.089%,0.116%,0.111%,0.050%
FRT,11/1/18,8.794914246,3.05670929,4.049156189,3.05670929,,11/1/18," $1,268 "," $1,298 "," $1,352 "," $1,341 ",0.698%,0.236%,0.300%,0.228%
DOC,11/2/18,2.726011276,0.6829319,0.859420776,0.475748062,,11/2/18," $1,271 "," $1,299 "," $1,353 "," $1,341 ",0.215%,0.053%,0.064%,0.035%
PCG,11/5/18,-39.3612709,-8.774677277,-8.774677277,-0.908412933,,11/5/18," $1,231 "," $1,290 "," $1,345 "," $1,341 ",-3.098%,-0.675%,-0.648%,-0.068%
EVRG,11/8/18,-0.973602295,0.975978851,1.750312805,0.975978851,,11/8/18," $1,230 "," $1,291 "," $1,346 "," $1,342 ",-0.079%,0.076%,0.130%,0.073%
NCLH,11/8/18,6.25,-4.100002289,-8.479999542,-6.970001221,,11/8/18," $1,237 "," $1,287 "," $1,338 "," $1,335 ",0.508%,-0.318%,-0.630%,-0.520%
PNW,11/8/18,5.119735718,1.753692627,2.563110352,1.753692627,,11/8/18," $1,242 "," $1,289 "," $1,340 "," $1,336 ",0.414%,0.136%,0.192%,0.131%
PARA,11/16/18,-6.46774292,-2.172023773,-3.973423004,-3.973423004,,11/16/18," $1,235 "," $1,287 "," $1,336 "," $1,332 ",-0.521%,-0.169%,-0.296%,-0.297%
CPB,11/20/18,-3.294153214,-1.489070892,-3.993034363,-1.93828392,,11/20/18," $1,232 "," $1,285 "," $1,332 "," $1,330 ",-0.267%,-0.116%,-0.299%,-0.145%
WBA,12/20/18,-10.81746292,-4.527481079,-10.81746292,-6.326843262,,12/20/18," $1,221 "," $1,281 "," $1,322 "," $1,324 ",-0.878%,-0.352%,-0.812%,-0.476%
LW,1/4/19,-0.9451828,-5.459480286,-7.397342682,-4.686225891,,1/4/19," $1,220 "," $1,275 "," $1,314 "," $1,319 ",-0.077%,-0.426%,-0.560%,-0.354%
CMA,1/16/19,1.461647034,7.122753143,1.461647034,6.304141998,,1/16/19," $1,222 "," $1,282 "," $1,316 "," $1,326 ",0.120%,0.559%,0.111%,0.478%
TFC,1/17/19,1.155326843,2.321247101,2.551250458,1.715187073,,1/17/19," $1,223 "," $1,285 "," $1,318 "," $1,327 ",0.095%,0.181%,0.194%,0.129%
VFC,1/18/19,6.678764343,6.064559937,10.74974823,4.410949707,,1/18/19," $1,229 "," $1,291 "," $1,329 "," $1,332 ",0.546%,0.472%,0.815%,0.332%
SWK,1/22/19,26.954422,10.51752472,17.99279022,9.344093323,,1/22/19," $1,256 "," $1,301 "," $1,347 "," $1,341 ",2.192%,0.815%,1.354%,0.702%
AAL,1/24/19,-0.50176239,-0.50176239,-0.50176239,-0.50176239,,1/24/19," $1,256 "," $1,301 "," $1,346 "," $1,341 ",-0.040%,-0.039%,-0.037%,-0.037%
LUV,1/24/19,-0.662387848,-5.079128265,-0.662387848,-4.121845245,,1/24/19," $1,255 "," $1,296 "," $1,346 "," $1,337 ",-0.053%,-0.390%,-0.049%,-0.307%
MKC,1/24/19,9.550884247,4.277679443,4.277679443,4.277679443,,1/24/19," $1,265 "," $1,300 "," $1,350 "," $1,341 ",0.761%,0.330%,0.318%,0.320%
TXT,1/24/19,2.312767029,2.312767029,2.312767029,2.312767029,,1/24/19," $1,267 "," $1,302 "," $1,352 "," $1,343 ",0.183%,0.178%,0.171%,0.172%
